"","x","y","z"
"1",0.4687568593506,0.395348589575844,0.789915501514025
"2",-0.0058588389983266,-0.011272604192088,0.999919297943749
"3",-0.436664655859099,0.681922657685921,0.586775482836515
"4",-0.685774259464645,0.699208711346062,0.202041686375603
"5",0.0100790827628345,0.0740675343149116,0.997202292642355
"6",-0.689350760582021,-0.344928699969977,0.637039811018127
"7",0.0904315712027986,0.197643538563435,0.9760938287859
"8",0.217613692909793,0.201927298188884,0.95491865983669
"9",-0.358931816192699,-0.928771858514286,0.0924704609944677
"10",0.0241307765554391,0.180098995372581,0.983352458424048
"11",0.51352457335647,-0.746343202536701,0.423396193400835
"12",-0.123407748268888,0.817478347300269,0.562583042192371
"13",-0.579281294800832,0.367249632350688,0.727709343785111
"14",-0.145332779977939,0.474847216972353,0.867985313007942
"15",-0.582308010712501,-0.261560298676374,0.769742548399383
"16",-0.0467317266207244,-0.328571008490511,0.943322446518991
"17",-0.0688232274343039,0.299424170873811,0.951634661654386
"18",0.225684704939742,0.60812879734508,0.761081979681485
"19",-0.0557454059712819,-0.752128676981077,0.656654325330909
"20",-0.733790607376226,0.0167102914833432,0.679170163276458
"21",-0.23905199864029,0.777360378911943,0.581863371629425
"22",-0.0689975834594174,-0.00775865618724442,0.99758665625144
"23",0.0284974473154271,-0.272666673811121,0.961686425239165
"24",0.722822765864358,0.675116461187776,0.147461903492033
"25",0.775791474181708,-0.26700559541002,0.571712865524918
"26",-0.471522047596229,-0.209594574276815,0.856584539356379
"27",0.0159805502703562,0.0687656496349941,0.99750484081198
"28",0.249161539285604,-0.0103181401464886,0.968406971951744
"29",-0.304073543626979,0.547836530776682,0.77936795906215
"30",0.415313395178613,0.543794823320131,0.729247539533347
"31",0.311873997753364,-0.406635021169847,0.858709828221113
"32",0.261136122152055,-0.309838852239941,0.914225251975695
"33",-0.230555727567941,-0.884562167689069,0.405455087499014
"34",0.401917525530812,0.234769882430173,0.885068022795374
"35",0.339077277365914,0.228085238923397,0.91269037672114
"36",0.43997237589331,0.0612520164458421,0.895919917700301
"37",0.751023447084978,0.118591725516353,0.649538131727192
"38",0.322919734439346,0.248876705156086,0.91311731488362
"39",-0.0045557062478683,-0.300003088518479,0.953927351751671
"40",-0.602165274632436,0.376753132636774,0.703884975741932
"41",-0.0874195964820624,-0.00638259211902966,0.996151131439781
"42",0.0256360296756252,0.0565377274385437,0.998071279698277
"43",-0.274009785671687,0.656518073603598,0.702782083143826
"44",0.114496476871136,-0.119280253759233,0.986236674357241
"45",0.437160922971813,0.339242451028788,0.83294951038248
"46",-0.048365795757253,0.0629847060693081,0.996841851349616
"47",0.10051048779416,-0.722316122892505,0.684220038038144
"48",-0.0218782850904801,-0.275850976042155,0.960951392973698
"49",0.203357823460097,-0.812735175733929,0.54599187701129
"50",0.731355050139978,0.459410106409187,0.504045776456712
"51",-0.24304158688855,-0.12268935778156,0.96222560168073
"52",-0.0581114817303569,-0.294329321494947,0.953935692905673
"53",-0.0504499117540276,0.0352863278484943,0.998103041509733
"54",-0.0146984997340445,-0.0291798416516966,0.999466102950345
"55",-0.25522106551789,-0.252062454429056,0.933448834582331
"56",-0.233952861053784,-0.0555687453420172,0.970658628636177
"57",0.132682556677243,0.0319162520100131,0.990644584102302
"58",0.152455379275926,0.888544427355469,0.432719491062484
"59",-0.261727937261974,-0.543737231558056,0.797400971829213
"60",0.222786866832335,-0.50310302796468,0.835016979000907
"61",-0.257339152993631,0.679570418208472,0.686993891553981
"62",0.370141677551804,-0.713949559766534,0.594366187335979
"63",-0.192479957848176,0.591985542724873,0.782626720110872
"64",-0.0988211606718344,0.732284355408719,0.673790769473067
"65",-0.565622530811434,-0.60206170435736,0.563553774528021
"66",0.171587719968411,-0.369063314104571,0.913427569399015
"67",0.131355899778034,-0.537862498376107,0.832736188978308
"68",0.677216924880275,-0.366842424347615,0.637811784427404
"69",-0.66444390698034,0.717608732202845,0.208691164026959
"70",0.0975384102362858,-0.354689416358664,0.929882614339965
"71",0.531407670558777,0.476927422881562,0.70010436434495
"72",0.60269862844324,0.12880283069853,0.787505043842059
"73",-0.607777063372046,0.119984936535371,0.784990863796169
"74",0.209145265301132,-0.20173010873962,0.956850678648461
"75",-0.506949826100821,0.513776459323694,0.692123994426689
"76",-0.0386961638965731,-0.626609098865701,0.778372432784206
"77",-0.419960012142894,-0.551709528133262,0.720590164218131
"78",0.245016673242564,-0.682380054195751,0.688712052652595
"79",-0.196377620588367,-0.427453708274497,0.882450654379288
"80",-0.711340377495852,-0.291806597059182,0.639408928039638
"81",0.683881038889801,0.66579790146587,0.298361993307878
"82",0.309283537768919,0.108287489996908,0.944784373693443
"83",-0.544948258422743,-0.027755616483188,0.838010155902455
"84",-0.0729060965994127,-0.0666342701283725,0.99511033314055
"85",-0.480451590972525,0.558633741863443,0.676087724473398
"86",0.0333099790582573,0.70422472957368,0.709195301417047
"87",0.406990357757806,0.545245957757002,0.732847661005903
"88",0.0610632047511986,0.129495699855414,0.989698008861526
"89",0.278019829507085,0.17999366871067,0.94356094324899
"90",-0.0780362129260672,-0.0205786714538549,0.996738113926297
"91",0.372302928394626,-0.734824280889895,0.56694250654139
"92",-0.348171812208895,-0.180978922577153,0.919795096076287
"93",0.00167031528153292,-0.650964142326597,0.759106643003378
"94",-0.00659987469999576,-0.33266015357383,0.943023681504436
"95",0.212789475357099,-0.639946837986683,0.738368934698702
"96",0.167158694892516,-0.0492952251639896,0.984696883054812
"97",-0.143590430836604,-0.667148436652001,0.730954685083111
"98",0.584521967933794,0.76324303182362,0.275307361644204
"99",0.726622751395562,0.652748900200402,0.214332103151881
"100",-0.422931613713912,-0.0666063376165768,0.903710377228597
"101",-0.574428120100522,-0.569762366965764,0.587710115641505
"102",-0.295522505581538,0.194381554180762,0.935351409946594
"103",-0.038446494723091,-0.0248235244339972,0.99895228098152
"104",-0.552349226620244,-0.163047614988758,0.817511961440624
"105",0.307076535252832,0.244790136545917,0.919663955228728
"106",0.431902578090674,-0.602734118510114,0.670948392517983
"107",0.841296032935169,0.307279617853067,0.444747368086221
"108",-0.00239759809270185,-0.509459031052146,0.860491572999291
"109",0.358808062323151,-0.532208571918995,0.766818629395406
"110",-0.203000117922556,0.0769596419804902,0.976149663540209
"111",0.169210333671633,-0.100497328669667,0.980442833575215
"112",-0.535327761265882,0.522790042786674,0.663411455419007
"113",0.389315792775526,0.879745246329013,0.272913017382952
"114",0.0135662877450962,-0.00810973447376446,0.999875086220065
"115",-0.647163013627275,0.685277953420473,0.334027185044439
"116",-0.0577962584405406,0.61367470425682,0.787440759591208
"117",-0.60333523857322,-0.242065584937169,0.75986238391226
"118",0.111475451038571,-0.175279418435104,0.978187277206568
"119",0.337273372321576,-0.399803671946039,0.852293198507002
"120",0.0122351035870619,0.501673357761525,0.864970603172438
"121",0.0310247094618783,0.282720475754947,0.958700474596577
"122",-0.310250039572128,0.337232469232731,0.888830228244229
"123",-0.298056159675793,-0.150168913638274,0.942662093783355
"124",-0.386592448571864,-0.30640481710206,0.869863418453647
"125",-0.322860669694427,0.660476383092256,0.677887848645952
"126",-0.0679831287025504,0.0251392724460709,0.997369696347696
"127",-0.371763809367057,-0.361531870162763,0.855035892171498
"128",-0.285931054628865,-0.801600102417072,0.525053052370677
"129",-0.645511244657944,-0.116038059927677,0.754884363110254
"130",-0.483405247416965,0.513522304347956,0.70895289667714
"131",-0.546294929309124,0.35306816278698,0.759542442946651
"132",0.173362072853521,0.434984863360412,0.883591398975371
"133",0.351106326432531,0.526360649787201,0.774382860021222
"134",0.327489378174466,-0.634698361116563,0.699934780946661
"135",0.110459647832402,-0.0653884463844758,0.991727289772832
"136",0.49268134238215,0.107253139705753,0.863575045315566
"137",0.0100292238288868,0.0422088865265089,0.99905846904352
"138",0.794624518727564,-0.281886214726117,0.537691394932417
"139",0.797820360051696,0.411917384347796,0.44023487090308
"140",-0.0538878459761522,0.0678283277676193,0.996240642620195
"141",0.43235565153289,0.639115597988408,0.636081632336205
"142",0.306169015270328,0.0497590491674322,0.950675849653472
"143",0.947567922617528,-0.0885015749177149,0.30705456072722
"144",-0.492040694473249,-0.090398832568964,0.865866043942394
"145",0.76742584286442,-0.253623339864461,0.588840196640676
"146",-0.705615320895081,0.367788145516165,0.605672270238544
"147",-0.0156877571351079,-0.0257787994897069,0.999544570178308
"148",0.433656425710563,0.485583320788679,0.759046074366885
"149",0.722125938410993,-0.667390422393545,0.182000420800089
"150",-0.510680183763634,-0.736389765219075,0.443774563930535
"151",-0.0363712441944895,-0.0771970221421473,0.996352223045711
"152",0.0158992709852907,0.0179653409389746,0.999712188435793
"153",-0.888073633581477,-0.181238008595054,0.422466573326093
"154",0.154057192726976,0.0805477300027944,0.984773296023242
"155",0.685602850436785,0.422419294902819,0.592883353423556
